PD,LGD,Total Loan,Net Return,Expected Gain,Expected Loss
1,78,0.0,0.0,0.0,0.0
1,79,0.0,0.0,0.0,0.0
1,80,0.0,0.0,0.0,0.0
1,81,0.0,0.0,0.0,0.0
1,82,0.0,0.0,0.0,0.0
1,83,0.0,0.0,0.0,0.0
1,84,0.0,0.0,0.0,0.0
1,85,0.0,0.0,0.0,0.0
1,86,0.0,0.0,0.0,0.0
1,87,0.0,0.0,0.0,0.0
1,88,0.0,0.0,0.0,0.0
1,89,0.0,0.0,0.0,0.0
1,90,0.0,0.0,0.0,0.0
1,91,0.0,0.0,0.0,0.0
1,92,0.0,0.0,0.0,0.0
1,93,0.0,0.0,0.0,0.0
1,94,0.0,0.0,0.0,0.0
1,95,0.0,0.0,0.0,0.0
1,96,0.0,0.0,0.0,0.0
1,97,0.0,0.0,0.0,0.0
1,98,0.0,0.0,0.0,0.0
1,99,0.0,0.0,0.0,0.0
2,1,0.0,0.0,0.0,0.0
2,2,0.0,0.0,0.0,0.0
2,3,0.0,0.0,0.0,0.0
2,4,0.0,0.0,0.0,0.0
2,5,0.0,0.0,0.0,0.0
2,6,0.0,0.0,0.0,0.0
2,7,0.0,0.0,0.0,0.0
2,8,0.0,0.0,0.0,0.0
2,9,0.0,0.0,0.0,0.0
2,10,0.0,0.0,0.0,0.0
2,11,0.0,0.0,0.0,0.0
2,12,0.0,0.0,0.0,0.0
2,13,0.0,0.0,0.0,0.0
2,14,0.0,0.0,0.0,0.0
2,15,0.0,0.0,0.0,0.0
2,16,0.0,0.0,0.0,0.0
2,17,0.0,0.0,0.0,0.0
2,18,0.0,0.0,0.0,0.0
2,19,0.0,0.0,0.0,0.0
2,20,0.0,0.0,0.0,0.0
2,21,0.0,0.0,0.0,0.0
2,22,0.0,0.0,0.0,0.0
2,23,0.0,0.0,0.0,0.0
2,24,0.0,0.0,0.0,0.0
2,25,0.0,0.0,0.0,0.0
2,26,0.0,0.0,0.0,0.0
2,27,0.0,0.0,0.0,0.0
2,28,0.0,0.0,0.0,0.0
2,29,0.0,0.0,0.0,0.0
2,30,0.0,0.0,0.0,0.0
2,31,0.0,0.0,0.0,0.0
2,32,0.0,0.0,0.0,0.0
2,33,0.0,0.0,0.0,0.0
2,34,0.0,0.0,0.0,0.0
2,35,0.0,0.0,0.0,0.0
2,36,0.0,0.0,0.0,0.0
2,37,0.0,0.0,0.0,0.0
2,38,0.0,0.0,0.0,0.0
2,39,0.0,0.0,0.0,0.0
2,40,0.0,0.0,0.0,0.0
2,41,0.0,0.0,0.0,0.0
2,42,0.0,0.0,0.0,0.0
2,43,67341.0,228707.99065761676,285227.4083749008,56519.41771728405
2,44,67341.0,228707.99065761676,285227.4083749008,56519.41771728405
2,45,67341.0,228707.99065761676,285227.4083749008,56519.41771728405
2,46,67341.0,228707.99065761676,285227.4083749008,56519.41771728405
2,47,106201.0,362219.8762397027,450155.26932975766,87935.39309005497
2,48,106201.0,362219.8762397027,450155.26932975766,87935.39309005497
2,49,106201.0,362219.8762397027,450155.26932975766,87935.39309005497
2,50,106201.0,362219.8762397027,450155.26932975766,87935.39309005497
2,51,189684.0,631665.8840185854,803634.4984701633,171968.6144515779
2,52,189684.0,631665.8840185854,803634.4984701633,171968.6144515779
2,53,189684.0,631665.8840185854,803634.4984701633,171968.6144515779
2,54,236594.0,780661.7752772337,1002261.0638744831,221599.28859724946
2,55,236594.0,780661.7752772337,1002261.0638744831,221599.28859724946
2,56,236594.0,780661.7752772337,1002261.0638744831,221599.28859724946
2,57,268480.0,882707.6763572608,1137459.2325278379,254751.55617057698
2,58,268480.0,882707.6763572608,1137459.2325278379,254751.55617057698
2,59,268480.0,882707.6763572608,1137459.2325278379,254751.55617057698
2,60,268480.0,882707.6763572608,1137459.2325278379,254751.55617057698
2,61,268480.0,882707.6763572608,1137459.2325278379,254751.55617057698
2,62,268480.0,882707.6763572608,1137459.2325278379,254751.55617057698
2,63,268480.0,882707.6763572608,1137459.2325278379,254751.55617057698
2,64,268480.0,882707.6763572608,1137459.2325278379,254751.55617057698
2,65,268480.0,882707.6763572608,1137459.2325278379,254751.55617057698
2,66,268480.0,882707.6763572608,1137459.2325278379,254751.55617057698
2,67,268480.0,882707.6763572608,1137459.2325278379,254751.55617057698
2,68,268480.0,882707.6763572608,1137459.2325278379,254751.55617057698
2,69,268480.0,882707.6763572608,1137459.2325278379,254751.55617057698
2,70,268480.0,882707.6763572608,1137459.2325278379,254751.55617057698
2,71,268480.0,882707.6763572608,1137459.2325278379,254751.55617057698
2,72,268480.0,882707.6763572608,1137459.2325278379,254751.55617057698
2,73,268480.0,882707.6763572608,1137459.2325278379,254751.55617057698
2,74,268480.0,882707.6763572608,1137459.2325278379,254751.55617057698
2,75,268480.0,882707.6763572608,1137459.2325278379,254751.55617057698
2,76,268480.0,882707.6763572608,1137459.2325278379,254751.55617057698
2,77,268480.0,882707.6763572608,1137459.2325278379,254751.55617057698
2,78,268480.0,882707.6763572608,1137459.2325278379,254751.55617057698
2,79,268480.0,882707.6763572608,1137459.2325278379,254751.55617057698
2,80,268480.0,882707.6763572608,1137459.2325278379,254751.55617057698
2,81,268480.0,882707.6763572608,1137459.2325278379,254751.55617057698
2,82,268480.0,882707.6763572608,1137459.2325278379,254751.55617057698
2,83,268480.0,882707.6763572608,1137459.2325278379,254751.55617057698
2,84,268480.0,882707.6763572608,1137459.2325278379,254751.55617057698
2,85,268480.0,882707.6763572608,1137459.2325278379,254751.55617057698
2,86,268480.0,882707.6763572608,1137459.2325278379,254751.55617057698
2,87,268480.0,882707.6763572608,1137459.2325278379,254751.55617057698
2,88,268480.0,882707.6763572608,1137459.2325278379,254751.55617057698
2,89,268480.0,882707.6763572608,1137459.2325278379,254751.55617057698
2,90,268480.0,882707.6763572608,1137459.2325278379,254751.55617057698
2,91,268480.0,882707.6763572608,1137459.2325278379,254751.55617057698
2,92,268480.0,882707.6763572608,1137459.2325278379,254751.55617057698
2,93,268480.0,882707.6763572608,1137459.2325278379,254751.55617057698
2,94,268480.0,882707.6763572608,1137459.2325278379,254751.55617057698
2,95,268480.0,882707.6763572608,1137459.2325278379,254751.55617057698
2,96,268480.0,882707.6763572608,1137459.2325278379,254751.55617057698
2,97,268480.0,882707.6763572608,1137459.2325278379,254751.55617057698
2,98,268480.0,882707.6763572608,1137459.2325278379,254751.55617057698
2,99,268480.0,882707.6763572608,1137459.2325278379,254751.55617057698
3,1,0.0,0.0,0.0,0.0
3,2,0.0,0.0,0.0,0.0
3,3,0.0,0.0,0.0,0.0
3,4,0.0,0.0,0.0,0.0
3,5,0.0,0.0,0.0,0.0
3,6,0.0,0.0,0.0,0.0
3,7,0.0,0.0,0.0,0.0
3,8,0.0,0.0,0.0,0.0
3,9,0.0,0.0,0.0,0.0
3,10,0.0,0.0,0.0,0.0
3,11,0.0,0.0,0.0,0.0
3,12,0.0,0.0,0.0,0.0
3,13,0.0,0.0,0.0,0.0
3,14,0.0,0.0,0.0,0.0
3,15,0.0,0.0,0.0,0.0
3,16,0.0,0.0,0.0,0.0
3,17,0.0,0.0,0.0,0.0
3,18,0.0,0.0,0.0,0.0
3,19,0.0,0.0,0.0,0.0
3,20,0.0,0.0,0.0,0.0
3,21,0.0,0.0,0.0,0.0
3,22,0.0,0.0,0.0,0.0
3,23,0.0,0.0,0.0,0.0
3,24,0.0,0.0,0.0,0.0
3,25,0.0,0.0,0.0,0.0
3,26,65441.0,224722.76426079567,274363.88450737955,49641.12024658388
3,27,65441.0,224722.76426079567,274363.88450737955,49641.12024658388
3,28,65441.0,224722.76426079567,274363.88450737955,49641.12024658388
3,29,110628.0,389624.2141376961,465575.50134956365,75951.28721186757
3,30,190520.0,661086.8082686313,801199.7189748001,140112.91070616874
3,31,190520.0,661086.8082686313,801199.7189748001,140112.91070616874
3,32,190520.0,661086.8082686313,801199.7189748001,140112.91070616874
3,33,190520.0,661086.8082686313,801199.7189748001,140112.91070616874
3,34,190520.0,661086.8082686313,801199.7189748001,140112.91070616874
3,35,190520.0,661086.8082686313,801199.7189748001,140112.91070616874
3,36,190520.0,661086.8082686313,801199.7189748001,140112.91070616874
3,37,190520.0,661086.8082686313,801199.7189748001,140112.91070616874
3,38,227299.0,774604.6186197117,955419.3132930278,180814.69467331615
3,39,227299.0,774604.6186197117,955419.3132930278,180814.69467331615
3,40,227299.0,774604.6186197117,955419.3132930278,180814.69467331615
3,41,357528.0,1185422.9907881983,1503380.310673113,317957.3198849145
3,42,357528.0,1185422.9907881983,1503380.310673113,317957.3198849145
3,43,486752.0,1600438.9550531236,2048409.2045946983,447970.24954157445
3,44,486752.0,1600438.9550531236,2048409.2045946983,447970.24954157445
3,45,587504.0,1912065.2249233406,2472696.409424916,560631.1845015747
3,46,587504.0,1912065.2249233406,2472696.409424916,560631.1845015747
3,47,696932.0,2257435.5232577715,2934513.830708371,677078.307450599
3,48,696932.0,2257435.5232577715,2934513.830708371,677078.307450599
3,49,696932.0,2257435.5232577715,2934513.830708371,677078.307450599
3,50,738427.0,2372283.979394427,3108613.2730721575,736329.2936777299
3,51,918567.0,2944524.0742570884,3870608.5738255125,926084.4995684241
3,52,1071594.0,3416439.9261801713,4517031.113948021,1100591.1877678495
3,53,1071594.0,3416439.9261801713,4517031.113948021,1100591.1877678495
3,54,1230259.0,3882381.556137921,5186025.58483014,1303644.0286922206
3,55,1323050.0,4170048.952345966,5578530.516638801,1408481.564292838
3,56,1442903.0,4483421.52170417,6081568.221953086,1598146.7002489169
3,57,1562015.0,4819231.540416254,6583390.653270835,1764159.1128545816
3,58,1562015.0,4819231.540416254,6583390.653270835,1764159.1128545816
3,59,1562015.0,4819231.540416254,6583390.653270835,1764159.1128545816
3,60,1562015.0,4819231.540416254,6583390.653270835,1764159.1128545816
3,61,1562015.0,4819231.540416254,6583390.653270835,1764159.1128545816
3,62,1583025.0,4873686.79487072,6671757.372094459,1798070.5772237394
3,63,1633476.0,5004447.454389637,6884055.061349544,1879607.606959907
3,64,1633476.0,5004447.454389637,6884055.061349544,1879607.606959907
3,65,1783775.0,5411077.533285871,7518170.276013908,2107092.7427280378
3,66,1783775.0,5411077.533285871,7518170.276013908,2107092.7427280378
3,67,1783775.0,5411077.533285871,7518170.276013908,2107092.7427280378
3,68,1783775.0,5411077.533285871,7518170.276013908,2107092.7427280378
3,69,1783775.0,5411077.533285871,7518170.276013908,2107092.7427280378
3,70,1783775.0,5411077.533285871,7518170.276013908,2107092.7427280378
3,71,1783775.0,5411077.533285871,7518170.276013908,2107092.7427280378
3,72,1783775.0,5411077.533285871,7518170.276013908,2107092.7427280378
3,73,1845695.0,5537605.940856685,7777743.997278555,2240138.056421872
3,74,1845695.0,5537605.940856685,7777743.997278555,2240138.056421872
3,75,1845695.0,5537605.940856685,7777743.997278555,2240138.056421872
3,76,1845695.0,5537605.940856685,7777743.997278555,2240138.056421872
3,77,1845695.0,5537605.940856685,7777743.997278555,2240138.056421872
3,78,1914560.0,5665875.265065135,8066348.61768256,2400473.352617427
3,79,2005035.0,5864664.508159726,8447200.077462444,2582535.569302718
3,80,2005035.0,5864664.508159726,8447200.077462444,2582535.569302718
3,81,2005035.0,5864664.508159726,8447200.077462444,2582535.569302718
3,82,2005035.0,5864664.508159726,8447200.077462444,2582535.569302718
3,83,2005035.0,5864664.508159726,8447200.077462444,2582535.569302718
3,84,2005035.0,5864664.508159726,8447200.077462444,2582535.569302718
3,85,2005035.0,5864664.508159726,8447200.077462444,2582535.569302718
3,86,2005035.0,5864664.508159726,8447200.077462444,2582535.569302718
3,87,2005035.0,5864664.508159726,8447200.077462444,2582535.569302718
3,88,2005035.0,5864664.508159726,8447200.077462444,2582535.569302718
3,89,2005035.0,5864664.508159726,8447200.077462444,2582535.569302718
3,90,2005035.0,5864664.508159726,8447200.077462444,2582535.569302718
3,91,2047844.0,5950023.5792580135,8627610.256546183,2677586.6772881686
3,92,2047844.0,5950023.5792580135,8627610.256546183,2677586.6772881686
3,93,2047844.0,5950023.5792580135,8627610.256546183,2677586.6772881686
3,94,2047844.0,5950023.5792580135,8627610.256546183,2677586.6772881686
3,95,2047844.0,5950023.5792580135,8627610.256546183,2677586.6772881686
3,96,2047844.0,5950023.5792580135,8627610.256546183,2677586.6772881686
3,97,2047844.0,5950023.5792580135,8627610.256546183,2677586.6772881686
3,98,2047844.0,5950023.5792580135,8627610.256546183,2677586.6772881686
3,99,2047844.0,5950023.5792580135,8627610.256546183,2677586.6772881686
4,1,0.0,0.0,0.0,0.0
4,2,0.0,0.0,0.0,0.0
4,3,0.0,0.0,0.0,0.0
4,4,0.0,0.0,0.0,0.0
4,5,0.0,0.0,0.0,0.0
4,6,0.0,0.0,0.0,0.0
4,7,0.0,0.0,0.0,0.0
4,8,0.0,0.0,0.0,0.0
4,9,0.0,0.0,0.0,0.0
4,10,0.0,0.0,0.0,0.0
4,11,0.0,0.0,0.0,0.0
4,12,0.0,0.0,0.0,0.0
4,13,0.0,0.0,0.0,0.0
4,14,0.0,0.0,0.0,0.0
4,15,0.0,0.0,0.0,0.0
4,16,0.0,0.0,0.0,0.0
4,17,0.0,0.0,0.0,0.0
4,18,24702.0,86040.63729185976,102528.3905677414,16487.75327588164
4,19,61974.0,214960.5853428867,257473.9221566391,42513.33681375241
4,20,61974.0,214960.5853428867,257473.9221566391,42513.33681375241
4,21,61974.0,214960.5853428867,257473.9221566391,42513.33681375241
4,22,61974.0,214960.5853428867,257473.9221566391,42513.33681375241
4,23,101206.0,344100.4382934284,420519.37481288915,76418.93651946072
4,24,178707.0,613240.4783494931,745183.1678747464,131942.68952525328
4,25,278916.0,939268.4937397789,1162044.167451811,222775.673712032
4,26,437350.0,1459322.7721882707,1822601.3071014406,363278.5349131697
4,27,559766.0,1858738.8162417847,2333242.4870665455,474503.670824761
4,28,559766.0,1858738.8162417847,2333242.4870665455,474503.670824761
4,29,639244.0,2134989.9236372276,2667710.611454658,532720.687817431
4,30,773613.0,2571704.3264905624,3229812.329529161,658108.0030385996
4,31,773613.0,2571704.3264905624,3229812.329529161,658108.0030385996
4,32,860330.0,2842713.7153441836,3591820.55044178,749106.8350975972
4,33,881708.0,2905628.9052785886,3680672.1194042014,775043.2141256137
4,34,895655.0,2945163.527842467,3738527.7185006617,793364.1906581956
4,35,1007106.0,3280396.232541271,4203761.911640167,923365.6790988969
4,36,1007106.0,3280396.232541271,4203761.911640167,923365.6790988969
4,37,1099667.0,3545297.0821831874,4589230.229608612,1043933.1474254255
4,38,1223965.0,3896033.8536662683,5106956.182959852,1210922.3292935847
4,39,1330665.0,4196770.677620692,5551586.230696536,1354815.553075843
4,40,1367803.0,4293297.680824542,5705772.107117587,1412474.4262930448
4,41,1717976.0,5307956.608308374,7170501.888210269,1862545.279901896
4,42,1755995.0,5406788.84975724,7328631.697043354,1921842.8472861126
4,43,1885219.0,5821804.814022166,7873660.590964938,2051855.7769427728
4,44,1942750.0,5975981.774613612,8113676.505615177,2137694.7310015666
4,45,2064515.0,6341866.885881616,8625511.993564509,2283645.107682895
4,46,2064515.0,6341866.885881616,8625511.993564509,2283645.107682895
4,47,2247105.0,6860130.775643296,9391178.794316165,2531048.018672872
4,48,2247105.0,6860130.775643296,9391178.794316165,2531048.018672872
4,49,2446894.0,7354784.638558724,10224091.27778532,2869306.6392265945
4,50,2520379.0,7544887.641242051,10531302.615537899,2986414.9742958494
4,51,2789846.0,8349258.210093274,11666971.600386828,3317713.390293553
4,52,2942873.0,8821174.062016357,12313394.140509335,3492220.078492978
4,53,3082460.0,9169524.859402474,12896975.05970615,3727450.2003036784
4,54,3418224.0,10054574.449350469,14305170.289120726,4250595.839770261
4,55,3511015.0,10342241.845558513,14697675.22092939,4355433.375370878
4,56,3745836.0,10900044.647964295,15679166.403894909,4779121.755930615
4,57,3864948.0,11235854.66667638,16180988.835212657,4945134.168536279
4,58,3967635.0,11479464.522516377,16610616.8165009,5131152.293984521
4,59,4020585.0,11588770.05037814,16831178.73928285,5242408.688904703
4,60,4260781.0,12079832.34875612,17831951.864789717,5752119.5160335945
4,61,4354339.0,12249963.014146667,18220502.564819153,5970539.550672486
4,62,4546981.0,12621354.145216284,19022589.55928298,6401235.414066695
4,63,4805965.0,13135923.58282817,20102444.445413593,6966520.862585422
4,64,4805965.0,13135923.58282817,20102444.445413593,6966520.862585422
4,65,5076589.0,13779203.977011753,21238620.123855423,7459416.1468436755
4,66,5182919.0,13961743.314508228,21680870.364252117,7719127.0497438945
4,67,5242534.0,14051263.448281975,21928189.346348647,7876925.898066677
4,68,5304334.0,14181873.012046305,22186999.93553627,8005126.9234899655
4,69,5455842.0,14427879.720417859,22817390.048868027,8389510.32845017
4,70,5553974.0,14610307.911643317,23227230.523030985,8616922.611387672
4,71,5553974.0,14610307.911643317,23227230.523030985,8616922.611387672
4,72,5626643.0,14748951.868759857,23531210.511699945,8782258.642940091
4,73,5728213.0,14942491.935693497,23956181.6739517,9013689.73825821
4,74,5728213.0,14942491.935693497,23956181.6739517,9013689.73825821
4,75,5755792.0,14994265.846360853,24071643.83877259,9077377.992411742
4,76,5755792.0,14994265.846360853,24071643.83877259,9077377.992411742
4,77,5755792.0,14994265.846360853,24071643.83877259,9077377.992411742
4,78,5824657.0,15122535.170569306,24360248.459176593,9237713.288607297
4,79,5915132.0,15321324.413663896,24741099.918956477,9419775.505292589
4,80,5927958.0,15342148.924967123,24794715.94142546,9452567.016458346
4,81,5927958.0,15342148.924967123,24794715.94142546,9452567.016458346
4,82,5927958.0,15342148.924967123,24794715.94142546,9452567.016458346
4,83,5927958.0,15342148.924967123,24794715.94142546,9452567.016458346
4,84,5927958.0,15342148.924967123,24794715.94142546,9452567.016458346
4,85,5949911.0,15370399.347786287,24886299.323899493,9515899.976113215
4,86,5949911.0,15370399.347786287,24886299.323899493,9515899.976113215
4,87,5949911.0,15370399.347786287,24886299.323899493,9515899.976113215
4,88,5949911.0,15370399.347786287,24886299.323899493,9515899.976113215
4,89,5949911.0,15370399.347786287,24886299.323899493,9515899.976113215
4,90,5949911.0,15370399.347786287,24886299.323899493,9515899.976113215
4,91,5992720.0,15455758.418884574,25066709.50298323,9610951.084098665
4,92,5992720.0,15455758.418884574,25066709.50298323,9610951.084098665
4,93,5992720.0,15455758.418884574,25066709.50298323,9610951.084098665
4,94,5992720.0,15455758.418884574,25066709.50298323,9610951.084098665
4,95,6077423.0,15550901.766729625,25420797.270468373,9869895.503738757
4,96,6077423.0,15550901.766729625,25420797.270468373,9869895.503738757
4,97,6077423.0,15550901.766729625,25420797.270468373,9869895.503738757
4,98,6077423.0,15550901.766729625,25420797.270468373,9869895.503738757
4,99,6077423.0,15550901.766729625,25420797.270468373,9869895.503738757
5,1,0.0,0.0,0.0,0.0
5,2,0.0,0.0,0.0,0.0
5,3,0.0,0.0,0.0,0.0
5,4,0.0,0.0,0.0,0.0
5,5,0.0,0.0,0.0,0.0
5,6,0.0,0.0,0.0,0.0
5,7,0.0,0.0,0.0,0.0
5,8,0.0,0.0,0.0,0.0
5,9,0.0,0.0,0.0,0.0
5,10,0.0,0.0,0.0,0.0
5,11,17891.0,65367.79613843579,73903.58502345085,8535.788885015063
5,12,17891.0,65367.79613843579,73903.58502345085,8535.788885015063
5,13,17891.0,65367.79613843579,73903.58502345085,8535.788885015063
5,14,17891.0,65367.79613843579,73903.58502345085,8535.788885015063
5,15,81150.0,287109.6105484086,335460.67109416006,48351.060545751534
5,16,81150.0,287109.6105484086,335460.67109416006,48351.060545751534
5,17,156100.0,543747.3619738608,645270.7502815247,101523.38830766403
5,18,283261.0,973775.1011689354,1170836.8170062257,197061.7158372902
5,19,320533.0,1102695.0492199624,1325782.3485951233,223087.29937516095
5,20,390301.0,1325497.0972278775,1612803.3572836877,287306.26005581033
5,21,522824.0,1743375.9930418083,2158379.9590989305,415003.96605712234
5,22,586840.0,1944774.4033962726,2422144.4884864427,477370.0850901701
5,23,708267.0,2326151.895699736,2923872.3774029734,597720.4817032375
5,24,920665.0,3005847.8948744596,3804337.603359232,798489.7084847719
5,25,1020874.0,3331875.910264745,4221198.602936297,889322.6926715507
5,26,1360695.0,4386346.591919753,5629285.538449431,1242938.9465296776
5,27,1483111.0,4785762.635973266,6139926.718414536,1354164.0824412687
5,28,1483111.0,4785762.635973266,6139926.718414536,1354164.0824412687
5,29,1908547.0,6031102.734154317,7899618.890667688,1868516.1565133713
5,30,2083747.0,6577432.2258868655,8629467.502397776,2052035.2765109106
5,31,2173191.0,6822830.185000111,8998208.959234113,2175378.774234003
5,32,2284900.0,7163595.802696209,9463526.54259058,2299930.7398943715
5,33,2461075.0,7640118.531397998,10191304.14172145,2551185.610323452
5,34,2542974.0,7851054.743328179,10528811.28616376,2677756.542835581
5,35,2709990.0,8334425.556251553,11223772.68624218,2889347.129990627
5,36,2764397.0,8464424.723039875,11447331.18411999,2982906.4610801125
5,37,2929738.0,8899228.852030648,12131774.163872795,3232545.3118421496
5,38,3097414.0,9350682.806300955,12827838.14973281,3477155.343431857
5,39,3247716.0,9753107.219255062,13452101.150620965,3698993.931365907
5,40,3302923.0,9891797.892245956,13680799.07699278,3789001.1847468265
5,41,3882866.0,11434789.521884698,16093359.487998622,4658569.966113921
5,42,3941305.0,11575385.614613637,16335350.950355534,4759965.335741892
5,43,4158467.0,12201767.525735186,17244686.549961437,5042919.024226249
5,44,4439519.0,12844628.545080788,18407532.6807411,5562904.135660312
5,45,4741367.0,13595757.87469344,19662438.4992934,6066680.624599952
5,46,5038264.0,14217645.685121102,20887556.51208038,6669910.826959269
5,47,5432673.0,15156577.122745609,22526265.62600276,7369688.503257136
5,48,5472275.0,15240186.458717449,22690043.98934447,7449857.530627011
5,49,5887100.0,16169214.223094432,24411667.832775712,8242453.60968127
5,50,6024030.0,16486957.0453279,24981203.934918858,8494246.889590947
5,51,6421016.0,17531351.276097324,26643213.97701485,9111862.700917523
5,52,6604818.0,18057640.595348757,27416536.383941863,9358895.788593102
5,53,7031894.0,18890985.217521064,29184535.101198636,10293549.883677576
5,54,7594280.0,20131759.231452085,31524999.592521887,11393240.361069802
5,55,7961031.0,20851581.49428359,33045796.09735746,12194214.603073867
5,56,8217615.0,21439424.193562794,34116711.52984413,12677287.336281322
5,57,8387715.0,21843499.685612734,34827953.62397331,12984453.938360564
5,58,8665370.0,22371868.353747953,35980489.482417196,13608621.128669238
5,59,8852715.0,22690507.359601095,36756137.40955506,14065630.04995396
5,60,9224171.0,23391317.47185188,38299867.31957882,14908549.847726936
5,61,9351347.0,23606642.046122126,38826961.36704568,15220319.320923552
5,62,9639018.0,24128823.362793036,40022486.26814208,15893662.905349044
5,63,9898002.0,24643392.800404917,41102341.1542727,16458948.353867771
5,64,9898002.0,24643392.800404917,41102341.1542727,16458948.353867771
5,65,10223965.0,25363528.502053197,42467422.663682334,17103894.161629118
5,66,10498650.0,25730428.877779588,43603361.65670381,17872932.778924197
5,67,10638046.0,25935317.923207562,44181314.98532892,18245997.062121324
5,68,10812733.0,26202271.968486488,44906663.891255446,18704391.92276893
5,69,11064060.0,26566724.27360979,45949770.59082606,19383046.317216236
5,70,11294279.0,26863377.020152107,46903474.59656036,20040097.57640823
5,71,11294279.0,26863377.020152107,46903474.59656036,20040097.57640823
5,72,11462955.0,27086270.16110523,47603308.077024244,20517037.91591901
5,73,11686839.0,27356837.220145177,48531211.521946296,21174374.301801123
5,74,11686839.0,27356837.220145177,48531211.521946296,21174374.301801123
5,75,11797527.0,27505628.10390819,48991309.72600756,21485681.622099362
5,76,11797527.0,27505628.10390819,48991309.72600756,21485681.622099362
5,77,11894828.0,27552208.21061635,49391668.79938521,21839460.588768862
5,78,11963693.0,27680477.534824803,49680273.41978922,21999795.884964418
5,79,12054168.0,27879266.77791939,50061124.8795691,22181858.10164971
5,80,12066994.0,27900091.28922262,50114740.90203809,22214649.61281547
5,81,12066994.0,27900091.28922262,50114740.90203809,22214649.61281547
5,82,12150565.0,27944019.468994282,50459870.4281556,22515850.959161326
5,83,12150565.0,27944019.468994282,50459870.4281556,22515850.959161326
5,84,12150565.0,27944019.468994282,50459870.4281556,22515850.959161326
5,85,12172518.0,27972269.891813442,50551453.810629636,22579183.918816198
5,86,12172518.0,27972269.891813442,50551453.810629636,22579183.918816198
5,87,12172518.0,27972269.891813442,50551453.810629636,22579183.918816198
5,88,12172518.0,27972269.891813442,50551453.810629636,22579183.918816198
5,89,12172518.0,27972269.891813442,50551453.810629636,22579183.918816198
5,90,12172518.0,27972269.891813442,50551453.810629636,22579183.918816198
5,91,12215327.0,28057628.96291173,50731863.98971337,22674235.02680165
5,92,12215327.0,28057628.96291173,50731863.98971337,22674235.02680165
