id,accept/deny
50450.0,Deny
80239.0,Deny
95982.0,Deny
65376.0,Deny
22103.0,Deny
1641.0,Accept
72461.0,Accept
39984.0,Deny
71433.0,Deny
41313.0,Accept
22602.0,Deny
39730.0,Deny
79017.0,Deny
56278.0,Deny
48524.0,Deny
87699.0,Deny
91689.0,Deny
9937.0,Deny
61246.0,Deny
74574.0,Accept
71055.0,Deny
75288.0,Deny
84324.0,Deny
55102.0,Deny
104751.0,Deny
74068.0,Deny
5621.0,Deny
64391.0,Deny
65500.0,Deny
34856.0,Accept
91543.0,Deny
2152.0,Deny
92172.0,Deny
27262.0,Deny
22276.0,Deny
49863.0,Deny
35339.0,Deny
58392.0,Deny
75617.0,Deny
69490.0,Deny
94878.0,Deny
27432.0,Deny
45716.0,Accept
103122.0,Deny
98259.0,Deny
6256.0,Deny
47680.0,Deny
94216.0,Deny
37120.0,Deny
38422.0,Accept
104699.0,Deny
7756.0,Deny
6937.0,Deny
26605.0,Deny
10621.0,Deny
6047.0,Deny
101902.0,Deny
50770.0,Deny
6409.0,Deny
28457.0,Deny
31131.0,Deny
29800.0,Deny
75438.0,Deny
24330.0,Deny
20542.0,Deny
53182.0,Accept
3775.0,Deny
39184.0,Deny
18356.0,Deny
44004.0,Deny
37821.0,Deny
24265.0,Deny
52331.0,Accept
28103.0,Accept
57925.0,Deny
35303.0,Deny
99325.0,Deny
2588.0,Deny
64717.0,Deny
22331.0,Deny
25689.0,Accept
38707.0,Accept
45722.0,Deny
6027.0,Deny
94863.0,Deny
69007.0,Deny
9115.0,Deny
44529.0,Deny
98371.0,Deny
80690.0,Deny
48387.0,Deny
89190.0,Accept
77589.0,Deny
99241.0,Deny
37373.0,Deny
40642.0,Deny
48191.0,Deny
98979.0,Deny
23014.0,Deny
100706.0,Accept
11428.0,Deny
105235.0,Deny
64385.0,Deny
103532.0,Deny
63887.0,Deny
64287.0,Deny
20840.0,Deny
6716.0,Deny
97403.0,Deny
80931.0,Deny
92964.0,Deny
28887.0,Deny
52176.0,Deny
4572.0,Deny
45981.0,Deny
29334.0,Deny
33053.0,Deny
103902.0,Deny
6319.0,Deny
100777.0,Deny
65966.0,Deny
170.0,Deny
12403.0,Deny
14632.0,Accept
90222.0,Deny
2596.0,Accept
58618.0,Deny
15203.0,Deny
41240.0,Accept
86642.0,Deny
20084.0,Deny
75744.0,Deny
66435.0,Deny
56882.0,Deny
30539.0,Deny
71449.0,Deny
55106.0,Deny
43198.0,Deny
15449.0,Deny
51596.0,Deny
9572.0,Deny
102807.0,Deny
35272.0,Deny
33883.0,Deny
91023.0,Deny
25370.0,Deny
55592.0,Deny
9440.0,Deny
100223.0,Accept
72141.0,Deny
2655.0,Deny
73110.0,Deny
29335.0,Deny
93960.0,Deny
69293.0,Deny
97261.0,Deny
103438.0,Deny
88699.0,Deny
68820.0,Deny
33208.0,Deny
64043.0,Deny
88934.0,Deny
96802.0,Deny
42253.0,Deny
89721.0,Deny
66625.0,Deny
57200.0,Deny
38496.0,Deny
46003.0,Deny
92270.0,Deny
84482.0,Deny
4582.0,Deny
75089.0,Deny
26650.0,Deny
54335.0,Deny
100378.0,Deny
85625.0,Accept
20665.0,Accept
91904.0,Deny
55419.0,Deny
95410.0,Deny
56639.0,Deny
69965.0,Deny
19979.0,Deny
3383.0,Deny
76020.0,Deny
31359.0,Deny
12300.0,Deny
55065.0,Deny
62407.0,Deny
20833.0,Deny
45611.0,Deny
55906.0,Deny
57378.0,Deny
59775.0,Deny
85778.0,Deny
60724.0,Deny
5807.0,Deny
15901.0,Deny
34716.0,Deny
39788.0,Deny
104892.0,Deny
97679.0,Deny
26245.0,Deny
79898.0,Deny
96512.0,Deny
81050.0,Deny
52904.0,Deny
46858.0,Deny
1164.0,Accept
68036.0,Deny
61540.0,Deny
105328.0,Deny
67130.0,Accept
101721.0,Deny
5597.0,Deny
51090.0,Deny
29970.0,Deny
63868.0,Deny
2798.0,Deny
59888.0,Accept
67392.0,Deny
48653.0,Deny
10268.0,Deny
22040.0,Deny
64991.0,Deny
8421.0,Accept
78652.0,Deny
35742.0,Accept
93633.0,Deny
31978.0,Deny
36351.0,Accept
3419.0,Deny
51244.0,Deny
20059.0,Deny
27170.0,Accept
12801.0,Deny
68008.0,Deny
28616.0,Deny
35850.0,Deny
51757.0,Accept
74446.0,Deny
65899.0,Deny
39048.0,Deny
34738.0,Accept
5709.0,Deny
97106.0,Deny
30862.0,Accept
39204.0,Accept
84079.0,Accept
69426.0,Deny
4277.0,Deny
12315.0,Deny
102257.0,Deny
42116.0,Deny
8801.0,Deny
104099.0,Deny
15607.0,Deny
53539.0,Deny
38081.0,Deny
11840.0,Deny
42543.0,Deny
85406.0,Deny
99598.0,Deny
43635.0,Deny
75938.0,Deny
104334.0,Deny
57227.0,Accept
16887.0,Accept
69428.0,Accept
42565.0,Accept
51074.0,Deny
49457.0,Accept
79415.0,Deny
27323.0,Deny
26060.0,Deny
295.0,Accept
23933.0,Deny
38738.0,Accept
47186.0,Deny
35665.0,Deny
28154.0,Deny
97258.0,Deny
9945.0,Deny
104194.0,Deny
15855.0,Deny
47229.0,Deny
48173.0,Deny
20716.0,Accept
26879.0,Deny
105238.0,Deny
72562.0,Deny
33510.0,Deny
5668.0,Deny
18088.0,Deny
20322.0,Deny
6525.0,Deny
8605.0,Deny
101838.0,Deny
15041.0,Deny
20248.0,Deny
105211.0,Deny
64998.0,Deny
75130.0,Accept
11223.0,Deny
33040.0,Deny
29304.0,Deny
87078.0,Accept
7318.0,Deny
61418.0,Accept
70131.0,Deny
42646.0,Deny
38781.0,Accept
31996.0,Deny
83918.0,Accept
34001.0,Deny
79657.0,Deny
12238.0,Deny
21208.0,Deny
15413.0,Deny
15715.0,Deny
72648.0,Deny
104483.0,Deny
96155.0,Accept
83808.0,Deny
45849.0,Deny
23271.0,Deny
101334.0,Deny
102202.0,Deny
100841.0,Deny
34803.0,Deny
67968.0,Accept
65993.0,Deny
31343.0,Deny
55752.0,Deny
75866.0,Deny
46370.0,Deny
66882.0,Deny
86686.0,Deny
78487.0,Deny
51736.0,Deny
28322.0,Deny
94436.0,Deny
82474.0,Deny
15894.0,Deny
75629.0,Deny
8632.0,Deny
23791.0,Deny
44178.0,Deny
57810.0,Deny
90150.0,Deny
7273.0,Deny
100195.0,Deny
37779.0,Deny
10684.0,Deny
75445.0,Deny
21485.0,Deny
3052.0,Deny
45400.0,Deny
101778.0,Deny
79564.0,Accept
87858.0,Deny
64911.0,Deny
6506.0,Deny
28919.0,Deny
21596.0,Deny
35786.0,Deny
32477.0,Deny
61196.0,Deny
42296.0,Deny
52311.0,Deny
98897.0,Accept
102.0,Deny
23118.0,Deny
102660.0,Deny
92740.0,Deny
19314.0,Deny
65096.0,Deny
30907.0,Deny
71359.0,Deny
5794.0,Deny
81005.0,Deny
55826.0,Deny
352.0,Deny
33817.0,Deny
47392.0,Deny
79511.0,Deny
63315.0,Accept
45033.0,Accept
36670.0,Accept
45252.0,Deny
87963.0,Accept
93982.0,Deny
19010.0,Accept
34664.0,Deny
78502.0,Deny
67863.0,Deny
85588.0,Deny
82766.0,Accept
86805.0,Deny
3967.0,Deny
69081.0,Deny
23853.0,Deny
28531.0,Accept
26066.0,Deny
1592.0,Deny
37712.0,Accept
84728.0,Deny
86909.0,Deny
19431.0,Deny
15687.0,Accept
7290.0,Accept
70503.0,Deny
18864.0,Deny
75135.0,Deny
9519.0,Accept
103513.0,Deny
100898.0,Deny
79416.0,Deny
85969.0,Deny
22613.0,Accept
13421.0,Deny
80099.0,Deny
3218.0,Deny
78393.0,Accept
99810.0,Accept
50681.0,Deny
66204.0,Deny
6438.0,Accept
84238.0,Deny
64070.0,Deny
19426.0,Deny
91967.0,Deny
46022.0,Deny
49736.0,Deny
22484.0,Deny
91077.0,Deny
47858.0,Deny
32700.0,Deny
51434.0,Deny
52243.0,Deny
78762.0,Deny
29506.0,Deny
20963.0,Deny
85517.0,Deny
12655.0,Deny
64875.0,Deny
54745.0,Accept
77644.0,Deny
7516.0,Deny
50712.0,Deny
76670.0,Deny
82441.0,Deny
5915.0,Deny
20667.0,Deny
99479.0,Deny
89043.0,Deny
68899.0,Deny
49538.0,Deny
38453.0,Deny
55764.0,Deny
65915.0,Deny
102431.0,Deny
67431.0,Deny
60783.0,Accept
21428.0,Deny
47480.0,Deny
40561.0,Deny
105119.0,Deny
65286.0,Deny
76500.0,Deny
66168.0,Deny
62479.0,Deny
91888.0,Deny
68172.0,Accept
30711.0,Deny
71960.0,Deny
9032.0,Deny
93107.0,Deny
33720.0,Deny
101300.0,Deny
37013.0,Deny
33592.0,Deny
31130.0,Deny
58456.0,Accept
67890.0,Deny
10594.0,Deny
86236.0,Deny
78623.0,Deny
70748.0,Deny
59474.0,Deny
34454.0,Deny
12209.0,Deny
79515.0,Deny
18732.0,Accept
62938.0,Deny
102998.0,Deny
4621.0,Deny
36916.0,Deny
72811.0,Deny
104610.0,Deny
72957.0,Deny
41038.0,Deny
20949.0,Deny
82791.0,Deny
42350.0,Deny
81921.0,Deny
686.0,Accept
31261.0,Deny
96501.0,Deny
100989.0,Deny
22611.0,Deny
101496.0,Deny
20879.0,Deny
57826.0,Accept
27330.0,Deny
4027.0,Accept
64259.0,Deny
21694.0,Accept
30598.0,Deny
40854.0,Deny
49739.0,Deny
78439.0,Deny
103917.0,Deny
22607.0,Deny
59552.0,Deny
71911.0,Deny
91943.0,Deny
104773.0,Deny
29883.0,Deny
47972.0,Deny
19880.0,Deny
64858.0,Deny
94540.0,Deny
101472.0,Deny
25177.0,Accept
8469.0,Deny
77916.0,Deny
29718.0,Deny
27147.0,Deny
31813.0,Deny
68724.0,Deny
57047.0,Deny
36991.0,Deny
69923.0,Deny
23173.0,Deny
54390.0,Deny
45253.0,Deny
43496.0,Deny
7786.0,Deny
47300.0,Deny
57528.0,Deny
40506.0,Deny
18025.0,Deny
104948.0,Accept
36302.0,Deny
64792.0,Deny
88.0,Deny
82198.0,Deny
10205.0,Deny
98963.0,Deny
97936.0,Deny
100783.0,Deny
27553.0,Deny
97613.0,Deny
25073.0,Deny
17286.0,Deny
60998.0,Deny
105089.0,Deny
87469.0,Deny
37600.0,Deny
64341.0,Deny
44748.0,Deny
58338.0,Deny
37986.0,Accept
69501.0,Deny
66286.0,Accept
504.0,Deny
74545.0,Deny
54056.0,Deny
22662.0,Deny
104220.0,Accept
22183.0,Deny
39451.0,Deny
2606.0,Deny
28200.0,Deny
47056.0,Deny
103204.0,Deny
21087.0,Deny
105280.0,Deny
27478.0,Deny
37055.0,Deny
14418.0,Deny
33864.0,Accept
65841.0,Deny
16853.0,Deny
59463.0,Deny
91319.0,Deny
56049.0,Deny
41356.0,Deny
96298.0,Deny
58177.0,Accept
86070.0,Deny
34785.0,Deny
100744.0,Deny
29374.0,Deny
97958.0,Deny
81854.0,Deny
82255.0,Deny
71577.0,Deny
73671.0,Deny
84840.0,Deny
99039.0,Deny
11240.0,Deny
7219.0,Deny
101772.0,Deny
32805.0,Deny
14626.0,Deny
104803.0,Deny
5251.0,Deny
69535.0,Accept
97090.0,Deny
4079.0,Deny
104372.0,Deny
99298.0,Deny
89645.0,Deny
82894.0,Accept
98999.0,Deny
49176.0,Deny
60736.0,Deny
25726.0,Deny
86395.0,Deny
99421.0,Deny
12245.0,Deny
94528.0,Deny
72429.0,Deny
78633.0,Accept
9291.0,Deny
20850.0,Deny
7694.0,Deny
78192.0,Deny
40784.0,Deny
32431.0,Deny
18345.0,Deny
9562.0,Deny
73360.0,Deny
45186.0,Accept
30696.0,Deny
88893.0,Deny
85322.0,Deny
20578.0,Deny
50062.0,Deny
92407.0,Deny
24056.0,Deny
9358.0,Deny
31527.0,Deny
43882.0,Deny
71477.0,Deny
26045.0,Deny
82048.0,Deny
67203.0,Deny
23636.0,Deny
6444.0,Deny
4660.0,Deny
90525.0,Deny
76100.0,Deny
92062.0,Accept
67598.0,Deny
90888.0,Deny
16905.0,Deny
80437.0,Deny
56578.0,Deny
5582.0,Deny
79363.0,Deny
104143.0,Deny
29179.0,Deny
22120.0,Deny
60776.0,Deny
96352.0,Deny
15991.0,Deny
72543.0,Accept
34121.0,Deny
69527.0,Deny
22623.0,Accept
99717.0,Deny
61748.0,Accept
86078.0,Deny
90897.0,Deny
8122.0,Deny
31397.0,Deny
77869.0,Deny
8145.0,Deny
63722.0,Deny
68976.0,Deny
3093.0,Accept
51572.0,Deny
22065.0,Accept
43062.0,Deny
9734.0,Deny
11792.0,Deny
40497.0,Deny
75177.0,Deny
59214.0,Deny
28055.0,Deny
101942.0,Deny
103836.0,Deny
29636.0,Deny
75691.0,Deny
86661.0,Deny
26021.0,Deny
65428.0,Deny
55154.0,Accept
91197.0,Deny
81250.0,Deny
98280.0,Deny
54834.0,Deny
57850.0,Deny
99668.0,Deny
28510.0,Deny
20824.0,Deny
69778.0,Deny
95548.0,Deny
43979.0,Deny
50392.0,Deny
3919.0,Deny
43757.0,Deny
47090.0,Deny
41658.0,Deny
77986.0,Deny
77705.0,Deny
61750.0,Deny
42741.0,Accept
63958.0,Accept
47332.0,Deny
71762.0,Deny
31299.0,Deny
100541.0,Accept
66941.0,Deny
82333.0,Accept
52666.0,Deny
28579.0,Deny
48319.0,Deny
78007.0,Accept
26131.0,Deny
73929.0,Deny
37298.0,Deny
24584.0,Deny
38889.0,Accept
51144.0,Deny
8753.0,Deny
26568.0,Deny
82937.0,Accept
81802.0,Deny
74380.0,Deny
24582.0,Accept
54878.0,Deny
70568.0,Deny
1070.0,Deny
5015.0,Deny
60609.0,Deny
52931.0,Deny
21345.0,Deny
100684.0,Deny
104882.0,Accept
46001.0,Deny
54763.0,Deny
13256.0,Deny
45681.0,Deny
67349.0,Deny
105244.0,Deny
71676.0,Deny
82458.0,Deny
16879.0,Deny
37913.0,Deny
66265.0,Deny
37412.0,Deny
57614.0,Deny
94167.0,Accept
102486.0,Deny
56038.0,Accept
30036.0,Accept
83279.0,Deny
13078.0,Deny
88770.0,Deny
43356.0,Accept
50513.0,Deny
60897.0,Deny
69684.0,Deny
86949.0,Deny
41106.0,Deny
39881.0,Deny
88653.0,Deny
97198.0,Deny
35407.0,Deny
47711.0,Accept
9281.0,Deny
31170.0,Deny
68115.0,Accept
24406.0,Accept
68282.0,Accept
95568.0,Accept
18341.0,Deny
94851.0,Deny
659.0,Deny
95201.0,Deny
92442.0,Deny
50666.0,Deny
101060.0,Accept
26758.0,Deny
64675.0,Deny
56939.0,Deny
12413.0,Deny
43125.0,Deny
92116.0,Deny
15277.0,Deny
42282.0,Deny
56740.0,Accept
40492.0,Deny
79749.0,Deny
77160.0,Deny
82300.0,Deny
69201.0,Accept
29949.0,Accept
80656.0,Accept
9794.0,Deny
84490.0,Deny
16833.0,Deny
93888.0,Deny
84113.0,Deny
7573.0,Deny
71224.0,Deny
4302.0,Deny
98374.0,Deny
94496.0,Deny
57640.0,Deny
99121.0,Deny
37715.0,Deny
5051.0,Deny
99931.0,Deny
96443.0,Deny
75290.0,Deny
103147.0,Deny
57736.0,Deny
63164.0,Accept
101985.0,Deny
16930.0,Deny
65154.0,Deny
26621.0,Deny
74404.0,Deny
95277.0,Deny
50746.0,Deny
73312.0,Deny
96805.0,Deny
56544.0,Accept
74504.0,Deny
8768.0,Deny
77447.0,Deny
3747.0,Deny
82404.0,Accept
59934.0,Deny
39393.0,Deny
72060.0,Accept
95874.0,Accept
